Laurence Stassen,,,,,,""
John William Vincent,JOHN WILLIAM VINCENT,director,VISAC LIMITED,02315934,gb,https://opencorporates.com/companies/gb/02315934
John William Vincent,JOHN WILLIAM VINCENT,director,LICHFIELD INDUSTRIAL ENGINEERING LIMITED,02142230,gb,https://opencorporates.com/companies/gb/02142230
John William Vincent,NICHOLAS WILLIAM ST JOHN VINCENT LANE,director,SUNDAES RETAIL LIMITED,01695077,gb,https://opencorporates.com/companies/gb/01695077
John William Vincent,VINCENT WILLIAM JOHN FITZGERALD,director,GOLD BULLION HOLDINGS LIMITED,04842906,gb,https://opencorporates.com/companies/gb/04842906
John William Vincent,VINCENT WILLIAM JOHN FITZGERALD,director,GOLD BULLION NOMINEES LIMITED,04964579,gb,https://opencorporates.com/companies/gb/04964579
John William Vincent,WILLIAM JOHN VINCENT,director,WILLIAM SEAMAN (YAXHAM) LIMITED,00581455,gb,https://opencorporates.com/companies/gb/00581455
Alan James Bullion,ALAN JAMES BULLION,director,EUROPEAN MOVEMENT OF THE UNITED KINGDOM LTD,00551817,gb,https://opencorporates.com/companies/gb/00551817
Paul Martin Laurence Weston,PAUL MARTIN LAURENCE WESTON,director,PORTFOLIO MANAGEMENT U.K. LIMITED,03164591,gb,https://opencorporates.com/companies/gb/03164591
Enza Alfredina Ferreri,,,,,,""
Jack Buckby,,,,,,""
John Hugh Morris,HUGH JOHN MORRIS,secretary,FIRSTCALL TRANSPORT UK LTD,06414581,gb,https://opencorporates.com/companies/gb/06414581
John Hugh Morris,HUGH JOHN MORRIS,secretary,THAMES VALLEY INVESTMENTS LIMITED,04688714,gb,https://opencorporates.com/companies/gb/04688714
John Hugh Morris,HUGH JOHN MORRIS,director,THAMES VALLEY INVESTMENTS LIMITED,04688714,gb,https://opencorporates.com/companies/gb/04688714
John Hugh Morris,HUGH JOHN MORRIS,director,DEDDINGTON CARRIERS LTD,04369539,gb,https://opencorporates.com/companies/gb/04369539
John Hugh Morris,HUGH JOHN MORRIS,secretary,REGENCY INNS LTD,08126072,gb,https://opencorporates.com/companies/gb/08126072
John Hugh Morris,HUGH JOHN MORRIS,director,NORTH OXFORDSHIRE LEISURE LIMITED,02863398,gb,https://opencorporates.com/companies/gb/02863398
John Hugh Morris,HUGH JOHN MORRIS,director,J P REMOVALS LTD,04324670,gb,https://opencorporates.com/companies/gb/04324670
John Hugh Morris,HUGH JOHN MORRIS,director,WESTMINSTER HOTELS LIMITED,02567618,gb,https://opencorporates.com/companies/gb/02567618
John Hugh Morris,JOHN HUGH MORRIS,secretary,LAND & WAYLEAVES LIMITED,02898373,gb,https://opencorporates.com/companies/gb/02898373
John Hugh Morris,JOHN HUGH MORRIS,director,LAND & WAYLEAVES LIMITED,02898373,gb,https://opencorporates.com/companies/gb/02898373
John Hugh Morris,JOHN HUGH MORRIS,secretary,PIPELINE MANAGEMENT LIMITED,02376785,gb,https://opencorporates.com/companies/gb/02376785
John Hugh Morris,JOHN NICHOLAS HUGH MORRIS,director,CAMDEN TRADERS LIMITED,03848925,gb,https://opencorporates.com/companies/gb/03848925
John Hugh Morris,JOHN NICHOLAS HUGH MORRIS,secretary,WILLHAUL LIMITED,03782223,gb,https://opencorporates.com/companies/gb/03782223
John Hugh Morris,JOHN NICHOLAS HUGH MORRIS,director,WILLHAUL LIMITED,03782223,gb,https://opencorporates.com/companies/gb/03782223
John Hugh Morris,JOHN VERNON HUGH MORRIS,director,CASSALITA LIMITED,01847317,gb,https://opencorporates.com/companies/gb/01847317
John Hugh Morris,JOHN VERNON HUGH MORRIS,secretary,PREMIERARCH LIMITED,02422546,gb,https://opencorporates.com/companies/gb/02422546
John Hugh Morris,JOHN VERNON HUGH MORRIS,director,PREMIERARCH LIMITED,02422546,gb,https://opencorporates.com/companies/gb/02422546
John Hugh Morris,JOHN VERNON HUGH MORRIS,secretary,DAY MORRIS LIMITED,03738998,gb,https://opencorporates.com/companies/gb/03738998
John Hugh Morris,JOHN VERNON HUGH MORRIS,director,28 STEELES ROAD LIMITED,08321293,gb,https://opencorporates.com/companies/gb/08321293
John Hugh Morris,JOHN VERNON HUGH MORRIS,secretary,DAY MORRIS (HIGHGATE) LIMITED,03845292,gb,https://opencorporates.com/companies/gb/03845292
John Hugh Morris,JOHN VERNON HUGH MORRIS,secretary,DAY MORRIS (MUSWELL HILL) LIMITED,03845295,gb,https://opencorporates.com/companies/gb/03845295
John Hugh Morris,JOHN VERNON HUGH MORRIS,secretary,DAY MORRIS (HAMPSTEAD) LIMITED,03863926,gb,https://opencorporates.com/companies/gb/03863926
John Hugh Morris,JOHN VERNON HUGH MORRIS,director,DAY MORRIS LIMITED,03738998,gb,https://opencorporates.com/companies/gb/03738998
Jim Duggan,JIM DUGGAN,director,OUTSIDE BROADCASTING SERVICES LIMITED,08572802,gb,https://opencorporates.com/companies/gb/08572802
Julie Roxburgh,,,,,,""
Jeff Bolam,,,,,,""
Geoff Pay,,,,,,""
David William Brown,DAVID ALFRED WILLIAM BROWN,director,DIAMOND DECOR SOUTH WEST LIMITED,06804398,gb,https://opencorporates.com/companies/gb/06804398
David William Brown,DAVID ALFRED WILLIAM BROWN,director,PHOENIX INTERIORS (SW) LTD,06804324,gb,https://opencorporates.com/companies/gb/06804324
David William Brown,DAVID ALFRED WILLIAM BROWN,director,DIAMOND PROPERTY CONSTRUCTION LIMITED,05105961,gb,https://opencorporates.com/companies/gb/05105961
David William Brown,DAVID PETER WILLIAM BROWN,director,ABBEY GLAZING LTD,06695299,gb,https://opencorporates.com/companies/gb/06695299
David William Brown,DAVID PETER WILLIAM BROWN,secretary,COMMCAN LIMITED,03121777,gb,https://opencorporates.com/companies/gb/03121777
David William Brown,DAVID PETER WILLIAM BROWN,director,COMMCAN LIMITED,03121777,gb,https://opencorporates.com/companies/gb/03121777
David William Brown,DAVID PETER WILLIAM BROWN,director,DAMAR HOME IMPROVEMENTS LIMITED,03095740,gb,https://opencorporates.com/companies/gb/03095740
David William Brown,DAVID WILLIAM BROWN,director,CINTERACT SYSTEMS LIMITED,02108784,gb,https://opencorporates.com/companies/gb/02108784
David William Brown,DAVID WILLIAM BROWN,secretary,MARKET MANAGEMENT (UK) LIMITED,02330142,gb,https://opencorporates.com/companies/gb/02330142
David William Brown,DAVID WILLIAM BROWN,director,QUOTA-PLUS RECRUITMENT SERVICES LIMITED,01944415,gb,https://opencorporates.com/companies/gb/01944415
David William Brown,DAVID WILLIAM BROWN,director,B.T. BUSINESSES SOUTHERN (BOURNEMOUTH) LIMITED,01899068,gb,https://opencorporates.com/companies/gb/01899068
David William Brown,DAVID WILLIAM BROWN,director,B.T. BUSINESSES SOUTHERN LIMITED,01899273,gb,https://opencorporates.com/companies/gb/01899273
David William Brown,DAVID WILLIAM BROWN,secretary,MARKETING ANGLIA LIMITED,02168273,gb,https://opencorporates.com/companies/gb/02168273
David William Brown,DAVID WILLIAM BROWN,secretary,THE GROCERY PARTNERSHIP LIMITED,02674120,gb,https://opencorporates.com/companies/gb/02674120
David William Brown,DAVID WILLIAM BROWN,director,IN-TOUCH (SOFTWARE & SERVICES) LIMITED,03137532,gb,https://opencorporates.com/companies/gb/03137532
David William Brown,DAVID WILLIAM BROWN,director,THORBURN LEISURE LIMITED,SC246608,gb,https://opencorporates.com/companies/gb/SC246608
David William Brown,DAVID WILLIAM BROWN,director,ENVIRONMENTAL RESEARCH ASSOCIATES LTD.,SC151039,gb,https://opencorporates.com/companies/gb/SC151039
David William Brown,DAVID WILLIAM BROWN,secretary,ISO CERTIFICATION SERVICES LIMITED,06365794,gb,https://opencorporates.com/companies/gb/06365794
David William Brown,DAVID WILLIAM BROWN,director,ISO CERTIFICATION SERVICES LIMITED,06365794,gb,https://opencorporates.com/companies/gb/06365794
David William Brown,DAVID WILLIAM BROWN,director,BARKSON LIMITED,02645240,gb,https://opencorporates.com/companies/gb/02645240
David William Brown,DAVID WILLIAM BROWN,director,IN TOUCH (PUBLIC ACCESS SYSTEMS) LTD.,04275764,gb,https://opencorporates.com/companies/gb/04275764
David William Brown,DAVID WILLIAM BROWN,secretary,TRADE COMMUNICATIONS LIMITED,02735394,gb,https://opencorporates.com/companies/gb/02735394
David William Brown,DAVID WILLIAM BROWN,secretary,NUTSHELLS LIMITED,05690987,gb,https://opencorporates.com/companies/gb/05690987
David William Brown,DAVID WILLIAM BROWN,director,WISTERIA LIGHTING (UK) LIMITED,03730335,gb,https://opencorporates.com/companies/gb/03730335
David William Brown,DAVID WILLIAM BROWN,director,OFFLINE PUBLISHING LIMITED,04725130,gb,https://opencorporates.com/companies/gb/04725130
David William Brown,DAVID WILLIAM BROWN,director,THE VIDEO DIRECTORY (UK) LIMITED,02688472,gb,https://opencorporates.com/companies/gb/02688472
David William Brown,DAVID WILLIAM BROWN,secretary,THE PRINT AND BROADCAST COMPANY LIMITED,02821679,gb,https://opencorporates.com/companies/gb/02821679
David William Brown,DAVID WILLIAM BROWN,director,THERMATECH INTERNATIONAL LIMITED,03019599,gb,https://opencorporates.com/companies/gb/03019599
David William Brown,DAVID WILLIAM BROWN,secretary,CREATIVE ACROSS THE LINE LIMITED,02026389,gb,https://opencorporates.com/companies/gb/02026389
David William Brown,DAVID WILLIAM BROWN,director,CREATIVE ACROSS THE LINE LIMITED,02026389,gb,https://opencorporates.com/companies/gb/02026389
Keith Edward Scott,KEITH EDWARD NOEL SCOTT,director,CROCODILE SCAFFOLDING (ENGLAND) LIMITED,04336079,gb,https://opencorporates.com/companies/gb/04336079
Keith Edward Scott,KEITH EDWARD NOEL SCOTT,director,WOLVERHAMPTON PRESSINGS COMPANY LIMITED,01145374,gb,https://opencorporates.com/companies/gb/01145374
Keith Edward Scott,KEITH EDWARD NOEL SCOTT,director,SCAFOM-RUX UNITED KINGDOM LIMITED,05111466,gb,https://opencorporates.com/companies/gb/05111466
Keith Edward Scott,KEITH EDWARD SCOTT,director,WOKING COMMUNITY PLAY ASSOCIATION LIMITED,02704414,gb,https://opencorporates.com/companies/gb/02704414
Keith Edward Scott,KEITH EDWARD SCOTT,director,WOKING MIND,04570329,gb,https://opencorporates.com/companies/gb/04570329
Keith Edward Scott,KEITH EDWARD SCOTT LOVELESS,director,RLM ARCHITECTS LTD,06720866,gb,https://opencorporates.com/companies/gb/06720866
Keith Edward Scott,KEITH EDWARD SCOTT LOVELESS,secretary,RLM ARCHITECTS LTD,06720866,gb,https://opencorporates.com/companies/gb/06720866
Imdad Hussain,IMDAD HUSSAIN,secretary,PROPERTYWISE (UK) LIMITED,04443005,gb,https://opencorporates.com/companies/gb/04443005
Imdad Hussain,IMDAD HUSSAIN,director,PROPERTYWISE (UK) LIMITED,04443005,gb,https://opencorporates.com/companies/gb/04443005
Imdad Hussain,IMDAD HUSSAIN,director,AA CLAIMS MANAGEMENT LIMITED,04133523,gb,https://opencorporates.com/companies/gb/04133523
Imdad Hussain,IMDAD HUSSAIN,director,ACCIDENT PROTECT INSURANCE AGENCY LIMITED,03885790,gb,https://opencorporates.com/companies/gb/03885790
Imdad Hussain,IMDAD HUSSAIN,director,ABSOLUTE LEGAL SERVICES LIMITED,04065719,gb,https://opencorporates.com/companies/gb/04065719
Imdad Hussain,IMDAD HUSSAIN,director,UK LAWYERS LIMITED,06495119,gb,https://opencorporates.com/companies/gb/06495119
Imdad Hussain,IMDAD HUSSAIN,director,UK CLAIMS HELPLINE LIMITED,06494938,gb,https://opencorporates.com/companies/gb/06494938
Imdad Hussain,IMDAD HUSSAIN,director,HOMEWISE PROPERTY DEVELOPMENTS LTD,05392591,gb,https://opencorporates.com/companies/gb/05392591
Imdad Hussain,IMDAD HUSSAIN,secretary,THE WISE GROUP OF COMPANIES LTD.,03745570,gb,https://opencorporates.com/companies/gb/03745570
Imdad Hussain,IMDAD HUSSAIN,director,COMPENSATION FINANCE LIMITED,04440628,gb,https://opencorporates.com/companies/gb/04440628
Imdad Hussain,IMDAD HUSSAIN,secretary,UK NETWORK OF ACCIDENT MANAGEMENT COMPANIES LIMITED,04500150,gb,https://opencorporates.com/companies/gb/04500150
Imdad Hussain,IMDAD HUSSAIN,director,YORKSHIRE SPRINGBOARD LIMITED,06934564,gb,https://opencorporates.com/companies/gb/06934564
Imdad Hussain,IMDAD HUSSAIN,director,IMDAD LIVING NEEDS LIMITED,07202174,gb,https://opencorporates.com/companies/gb/07202174
Imdad Hussain,IMDAD HUSSAIN,director,INTERCAR LIMITED,06147075,gb,https://opencorporates.com/companies/gb/06147075
Imdad Hussain,IMDAD HUSSAIN,director,HIREWIZE CAR RENTALS LIMITED,04225101,gb,https://opencorporates.com/companies/gb/04225101
Imdad Hussain,IMDAD HUSSAIN,secretary,HIREWIZE CAR RENTALS LIMITED,04225101,gb,https://opencorporates.com/companies/gb/04225101
Imdad Hussain,IMDAD HUSSAIN,secretary,COMPENSATION FINANCE LIMITED,04440628,gb,https://opencorporates.com/companies/gb/04440628
Imdad Hussain,IMDAD HUSSAIN,secretary,OPTIMA CLAIMS LIMITED,06147693,gb,https://opencorporates.com/companies/gb/06147693
Imdad Hussain,IMDAD HUSSAIN,director,OPTIMA CLAIMS LIMITED,06147693,gb,https://opencorporates.com/companies/gb/06147693
Imdad Hussain,IMDAD HUSSAIN,director,DOINGIT.COM LTD,07024738,gb,https://opencorporates.com/companies/gb/07024738
Imdad Hussain,IMDAD HUSSAIN,director,MAYRAMARKETING LTD,07030157,gb,https://opencorporates.com/companies/gb/07030157
Imdad Hussain,IMDAD HUSSAIN,director,UK NETWORK OF ACCIDENT MANAGEMENT COMPANIES LIMITED,04500150,gb,https://opencorporates.com/companies/gb/04500150
Imdad Hussain,IMDAD HUSSAIN,director,THE WISE GROUP OF COMPANIES LTD.,03745570,gb,https://opencorporates.com/companies/gb/03745570
Imdad Hussain,IMDAD HUSSAIN,director,VELMAN LIMITED,02404655,gb,https://opencorporates.com/companies/gb/02404655
Imdad Hussain,IMDAD HUSSAIN,director,CONTROL ENTERPRISE LIMITED,02425420,gb,https://opencorporates.com/companies/gb/02425420
Imdad Hussain,IMDAD HUSSAIN,director,THE WISE COMPANIES LTD,05392606,gb,https://opencorporates.com/companies/gb/05392606
Imdad Hussain,IMDAD HUSSAIN,director,GLOBAL EVENTS MANAGEMENT CONSULTANTS LTD,07374640,gb,https://opencorporates.com/companies/gb/07374640
Imdad Hussain,IMDAD HUSSAIN,director,SJ SECURITY UK LIMITED,04221702,gb,https://opencorporates.com/companies/gb/04221702
Imdad Hussain,IMDAD HUSSAIN,director,TAXIWISE INSURANCE SERVICES LIMITED,04209811,gb,https://opencorporates.com/companies/gb/04209811
Imdad Hussain,IMDAD HUSSAIN,director,LANGUAGE WORLD LIMITED,07018937,gb,https://opencorporates.com/companies/gb/07018937
Munim Choudhury,ABDUL MUNIM CHOUDHURY,director,BANGLADESHI BUILDERS ASSOCIATION LTD,06460943,gb,https://opencorporates.com/companies/gb/06460943
Munim Choudhury,ABDUL MUNIM CHOUDHURY,director,MUSLIM BUILDERS ASSOCIATION LTD,06460944,gb,https://opencorporates.com/companies/gb/06460944
Munim Choudhury,ABDUL MUNIM CHOUDHURY,director,KARMA CORPORATION LTD,07260031,gb,https://opencorporates.com/companies/gb/07260031
Munim Choudhury,ABDUL MUNIM CHOUDHURY,director,STEPNEY SHAHJALAL MOSQUE & CULTURAL CENTRE,03832690,gb,https://opencorporates.com/companies/gb/03832690
Munim Choudhury,ABDUL MUNIM CHOUDHURY,director,SHAAN CORPORATION LTD,07057385,gb,https://opencorporates.com/companies/gb/07057385
Munim Choudhury,ABDUL MUNIM CHOUDHURY,director,EDUCATION & CARE PROJECT LTD,07753727,gb,https://opencorporates.com/companies/gb/07753727
Munim Choudhury,ABDUL MUNIM CHOUDHURY,director,CHOUDHURY & CO (UK) LTD,07341973,gb,https://opencorporates.com/companies/gb/07341973
Munim Choudhury,ABDUL MUNIM CHOUDHURY,secretary,ZEETEC LIMITED,08009251,gb,https://opencorporates.com/companies/gb/08009251
Munim Choudhury,ABDUL MUNIM CHOUDHURY,director,ZEETEC LIMITED,08009251,gb,https://opencorporates.com/companies/gb/08009251
Munim Choudhury,ABDUL MUNIM CHOUDHURY,director,S & M BUILDING MAINTENANCE LTD,05960934,gb,https://opencorporates.com/companies/gb/05960934
Charles Anthony Stuart Wilkinson,,,,,,""
Jean-Louis Pascual,DENIS JEAN PASCUAL,director,BUSINESS LIAISON NETWORK LTD,05987728,gb,https://opencorporates.com/companies/gb/05987728
Jean-Louis Pascual,DENIS JEAN PASCUAL,director,EUROPEEN BUSINESS LIAISON NETWORK LTD,06164335,gb,https://opencorporates.com/companies/gb/06164335
Dave Chesham,,,,,,""
Rob Cox,ROB COX,director,BREAKINGVIEWS LIMITED,03878303,gb,https://opencorporates.com/companies/gb/03878303
Rob Cox,ROB COX,secretary,UK HOME INSULATIONS LTD,06744907,gb,https://opencorporates.com/companies/gb/06744907
Rob Cox,ROB COX,director,UK HOME INSULATIONS LTD,06744907,gb,https://opencorporates.com/companies/gb/06744907
Les Courtney,,,,,,""
Sean Deegan,COLIN JAMES SEAN DEEGAN,director,COLMAR TAX CONSULTANTS LIMITED,03412992,gb,https://opencorporates.com/companies/gb/03412992
Sean Deegan,SEAN DEEGAN,director,SEAN DEEGAN & COMPANY LIMITED,04960554,gb,https://opencorporates.com/companies/gb/04960554
Sean Deegan,SEAN MICHAEL FRANCIS DEEGAN,director,16 KENSINGTON PLACE (BATH) MANAGEMENT LIMITED,02500444,gb,https://opencorporates.com/companies/gb/02500444
Sean Deegan,SEAN MICHAEL FRANCIS DEEGAN,director,WINECOURT LIMITED,03067858,gb,https://opencorporates.com/companies/gb/03067858
Sean Deegan,SEAN MICHAEL FRANCIS DEEGAN,director,CAMERON SERVICES LIMITED,03444786,gb,https://opencorporates.com/companies/gb/03444786
Sean Deegan,SEAN PAUL DEEGAN LYNN,director,63 KENNINGTON OVAL RTM COMPANY LIMITED,05511392,gb,https://opencorporates.com/companies/gb/05511392
Max Hess,ARJAN MAX HESS,director,DUTCH EVENT SECURITY LIMITED,05387783,gb,https://opencorporates.com/companies/gb/05387783
Claudia Hogg- Blake,,,,,,""
Danny Lambert,DANNY LAMBERT,director,REGENCY FRENCH POLISHING LIMITED,05568293,gb,https://opencorporates.com/companies/gb/05568293
Danny Lambert,DANNY LAMBERT,secretary,REGENCY FRENCH POLISHING LIMITED,05568293,gb,https://opencorporates.com/companies/gb/05568293
Danny Lambert,DANNY LAMBERT,director,PERSIAN PRODUCTS LTD,07520907,gb,https://opencorporates.com/companies/gb/07520907
Andy Matthews,ANDY MATTHEWS,director,ANDY MATTHEWS DRIVING SERVICES LIMITED,06192839,gb,https://opencorporates.com/companies/gb/06192839
Andy Matthews,ANDY MATTHEWS,director,ARTON MATTHEWS PRODUCTIONS LIMITED,06609826,gb,https://opencorporates.com/companies/gb/06609826
Andy Matthews,ANDY MATTHEWS,secretary,AKWAABA AYEH MENTAL HEALTH ADVOCACY PROJECT,02372357,gb,https://opencorporates.com/companies/gb/02372357
Andy Matthews,ANDY MATTHEWS,secretary,DALTON ID LIMITED,05035727,gb,https://opencorporates.com/companies/gb/05035727
Andy Matthews,ANDY MATTHEWS,secretary,GALLAGHER E.I.D. SYSTEMS LIMITED,06604052,gb,https://opencorporates.com/companies/gb/06604052
Andy Matthews,ANDY MATTHEWS,director,NOVO COMPUTING LIMITED,04280502,gb,https://opencorporates.com/companies/gb/04280502
Howard Pilott,HOWARD PILOTT,director,SHOREDITCH TOWN HALL TRUST,03539597,gb,https://opencorporates.com/companies/gb/03539597
Mike Young,MIKE LEE YOUNG,director,3SIXTYSECURE LTD,04964506,gb,https://opencorporates.com/companies/gb/04964506
Mike Young,MIKE LEE YOUNG,director,LAPME LIMITED,06649789,gb,https://opencorporates.com/companies/gb/06649789
Mike Young,MIKE NOTE YOUNG,llp member,NAP PARTNERSHIP LLP,OC304164,gb,https://opencorporates.com/companies/gb/OC304164
Mike Young,MIKE STEVEN YOUNG,director,M2 ELECTRONICS LTD,08278983,gb,https://opencorporates.com/companies/gb/08278983
Mike Young,MIKE STEVEN YOUNG,secretary,ELITE ALLIANCE LTD,05023905,gb,https://opencorporates.com/companies/gb/05023905
Mike Young,MIKE STEVEN YOUNG,director,ELITE ALLIANCE LTD,05023905,gb,https://opencorporates.com/companies/gb/05023905
Mike Young,MIKE STEVEN YOUNG,director,5 ETCHINGHAM PARK ROAD LIMITED,00965791,gb,https://opencorporates.com/companies/gb/00965791
Mike Young,MIKE STEVEN YOUNG,secretary,ONLINE TECHNOLOGIES LTD,07018979,gb,https://opencorporates.com/companies/gb/07018979
Mike Young,MIKE STEVEN YOUNG,director,M2 TOYS LTD,08279145,gb,https://opencorporates.com/companies/gb/08279145
Mike Young,MIKE STEVEN YOUNG,secretary,ELITE ALLIANCE LTD,05023905,gb,https://opencorporates.com/companies/gb/05023905
Mike Young,MIKE STEVEN YOUNG,director,ELITE ALLIANCE LTD,05023905,gb,https://opencorporates.com/companies/gb/05023905
Mike Young,MIKE STEVEN YOUNG,director,M2 KITCHENWARES LTD,08279097,gb,https://opencorporates.com/companies/gb/08279097
Mike Young,MIKE YOUNG,director,PRINT INDUSTRY FORUM,04712262,gb,https://opencorporates.com/companies/gb/04712262
Mike Young,MIKE YOUNG,secretary,ALL YEAR BARGAINS LIMITED,07893312,gb,https://opencorporates.com/companies/gb/07893312
Mike Young,MIKE YOUNG,secretary,M2 KITCHENWARES LTD,08279097,gb,https://opencorporates.com/companies/gb/08279097
Mike Young,MIKE YOUNG,director,EZETRAINING LIMITED,04624374,gb,https://opencorporates.com/companies/gb/04624374
Mike Young,MIKE YOUNG,director,CREATIVE FINANCE SOLUTIONS LTD,07148683,gb,https://opencorporates.com/companies/gb/07148683
Mike Young,MIKE YOUNG,director,EMPIRE RETAIL PROPERTY LTD,07736601,gb,https://opencorporates.com/companies/gb/07736601
Mike Young,MIKE YOUNG,director,SCOUT UK MEDIA LIMITED,08515679,gb,https://opencorporates.com/companies/gb/08515679
Mike Young,MIKE YOUNG,secretary,M2 TOYS LTD,08279145,gb,https://opencorporates.com/companies/gb/08279145
Mike Young,MIKE YOUNG,director,MIND IN BRADFORD,07504966,gb,https://opencorporates.com/companies/gb/07504966
Mike Young,MIKE YOUNG,secretary,M2 ELECTRONICS LTD,08278983,gb,https://opencorporates.com/companies/gb/08278983
Mike Young,MIKE YOUNG,secretary,SURREY CHAMBERS OF COMMERCE LIMITED,03027072,gb,https://opencorporates.com/companies/gb/03027072
Nigel Paul Farage,NIGEL PAUL FARAGE,director,THORN IN THE SIDE LIMITED,07650770,gb,https://opencorporates.com/companies/gb/07650770
Nigel Paul Farage,NIGEL PAUL FARAGE,director,HAWKHURST CONSULTANTS LIMITED,03238532,gb,https://opencorporates.com/companies/gb/03238532
Nigel Paul Farage,NIGEL PAUL FARAGE,director,FARAGE FUTURES LIMITED,02900377,gb,https://opencorporates.com/companies/gb/02900377
Nigel Paul Farage,NIGEL PAUL FARAGE,director,UNITED KINGDOM INDEPENDENCE PARTY LIMITED,05090691,gb,https://opencorporates.com/companies/gb/05090691
Nigel Paul Farage,NIGEL PAUL FARAGE,secretary,FARAGE LIMITED,04659240,gb,https://opencorporates.com/companies/gb/04659240
Nigel Paul Farage,NIGEL PAUL FARAGE,director,FARAGE LIMITED,04659240,gb,https://opencorporates.com/companies/gb/04659240
Janice Ann Atkinson,JANICE ANN ATKINSON,director,DENE TERRACE MANAGEMENT LIMITED,06660191,gb,https://opencorporates.com/companies/gb/06660191
Diane Martine James,DIANE MARTINE JAMES,director,INTERNATIONAL HEALTHCARE COMMUNICATIONS LIMITED,03711152,gb,https://opencorporates.com/companies/gb/03711152
Diane Martine James,DIANE MARTINE JAMES,secretary,HAMGAIN LIMITED,01672001,gb,https://opencorporates.com/companies/gb/01672001
Diane Martine James,DIANE MARTINE JAMES,director,HAMGAIN LIMITED,01672001,gb,https://opencorporates.com/companies/gb/01672001
Diane Martine James,DIANE MARTINE JAMES,director,BLACK & WHITE CONSULTING LIMITED,03887600,gb,https://opencorporates.com/companies/gb/03887600
Diane Martine James,DIANE MARTINE JAMES,director,PROVEN HEALTH VCT PLC,04131354,gb,https://opencorporates.com/companies/gb/04131354
Diane Martine James,DIANE MARTINE JAMES,secretary,IDUNA VENTURES LIMITED,05079988,gb,https://opencorporates.com/companies/gb/05079988
Diane Martine James,DIANE MARTINE JAMES,director,IDUNA VENTURES LIMITED,05079988,gb,https://opencorporates.com/companies/gb/05079988
Ray Finch,,,,,,""
Donna Edmunds,,,,,,""
Patricia Anne Culligan,PATRICIA ANNE CULLIGAN,director,OLROBIS LTD,04879095,gb,https://opencorporates.com/companies/gb/04879095
Patricia Anne Culligan,PATRICIA ANNE CULLIGAN,director,LONGDOWN CONSULTANTS LIMITED,03644269,gb,https://opencorporates.com/companies/gb/03644269
Nigel Hazell Jones,,,,,,""
Alan Peter Stevens,ALAN PETER STEVENS,director,CENTRAL RAILWAY PROJECT LIMITED,02437699,gb,https://opencorporates.com/companies/gb/02437699
Alan Peter Stevens,ALAN PETER STEVENS,secretary,ACR LIMITED,03368614,gb,https://opencorporates.com/companies/gb/03368614
Alan Peter Stevens,ALAN PETER STEVENS,director,ACR LIMITED,03368614,gb,https://opencorporates.com/companies/gb/03368614
Alan Peter Stevens,ALAN PETER STEVENS,secretary,CENTRAL RAILWAYS (TRAIN OPERATING COMPANY) LIMITED,02916928,gb,https://opencorporates.com/companies/gb/02916928
Alan Peter Stevens,ALAN PETER STEVENS,secretary,CENTRAL RAILWAY PROPERTY LIMITED,02435046,gb,https://opencorporates.com/companies/gb/02435046
Alan Peter Stevens,ALAN PETER STEVENS,secretary,CENTRAL RAILWAY LIMITED,02924763,gb,https://opencorporates.com/companies/gb/02924763
Alan Peter Stevens,ALAN PETER STEVENS,director,CENTRAL RAIL LIMITED,02770305,gb,https://opencorporates.com/companies/gb/02770305
Alan Peter Stevens,ALAN PETER STEVENS,director,CENTRAL RAILWAYS (TRAIN OPERATING COMPANY) LIMITED,02916928,gb,https://opencorporates.com/companies/gb/02916928
Alan Peter Stevens,ALAN PETER STEVENS,director,CENTRAL RAILWAY GROUP LIMITED,02480395,gb,https://opencorporates.com/companies/gb/02480395
Alan Peter Stevens,ALAN PETER STEVENS,director,CENTRAL RAILWAY LIMITED,02924763,gb,https://opencorporates.com/companies/gb/02924763
Alan Peter Stevens,ALAN PETER STEVENS,director,CENTRAL RAILWAY PROPERTY LIMITED,02435046,gb,https://opencorporates.com/companies/gb/02435046
Alan Peter Stevens,PETER ALAN STEVENS,secretary,EXCEL SUPPLIES LIMITED,03834043,gb,https://opencorporates.com/companies/gb/03834043
Alan Peter Stevens,PETER ALAN STEVENS,director,BRADBOURNE ACCOUNTANCY SERVICES LIMITED,03589525,gb,https://opencorporates.com/companies/gb/03589525
Alan Peter Stevens,PETER ALAN STEVENS,director,ALMOND CONSULTANTS LIMITED,03430557,gb,https://opencorporates.com/companies/gb/03430557
Alan Peter Stevens,PETER ALAN STEVENS,secretary,INTERCHOICE LIMITED,03271373,gb,https://opencorporates.com/companies/gb/03271373
Simon John Strutt,SIMON JOHN STRUTT,director,THE MARKETING WORKS UK LIMITED,03233383,gb,https://opencorporates.com/companies/gb/03233383
Barry Morgan Cooper,,,,,,""
Julian Stephen James,JULIAN STEPHEN HILLARY JAMES,director,LUNCHPACK LTD,03765299,gb,https://opencorporates.com/companies/gb/03765299
Julian Stephen James,JULIAN STEPHEN JAMES,director,OUTSOURCED INFORMATION TECHNOLOGY LIMITED,06247612,gb,https://opencorporates.com/companies/gb/06247612
Julian Stephen James,JULIAN STEPHEN JAMES,secretary,OUTSOURCED INFORMATION TECHNOLOGY LIMITED,06247612,gb,https://opencorporates.com/companies/gb/06247612
